"Reino","Filo","Classe","Ordem","Familia","Genero","Especie","Subespecie","Nome_Cientifico_Anterior","Autor","Nome_Comum","Grupo","Mes_Ano_Avaliacao","Categoria","Possivemente_Extinta","Criterio","Justificativa","Endemica_Brasil","Consta_em_Lista_Nacional_Oficial","Estado","Regiao","Bioma","Bacia_Hidrografica","Unidade_de_Conservacao_Federal","Unidade_de_Conservacao_Estadual","RPPN","Migratoria","Tendencia_Populacional","Ameaca","Uso","Acao_Conservacao","Plano_de_Acao","Listas_e_Convencoes","Altitude_min_max_","Barimetria_min_max_"
"Animalia","Arthropoda","Insecta","Hymenoptera","Andrenidae","Arhysosage","Arhysosage cactorum","","Arhysosage cactorum","Moure, 1999","Abelha, Abelha do cacto","Invertebrados Terrestres","07/2021","Vulnerável","","B1ab(iii)","Arhysosage cactorum é endêmica do Brasil, registrada apenas em campos do bioma Pampa, no Rio Grande do Sul. Sua extensão de ocorrência é calculada em cerca de 16.000 km². O ambiente de ocorrência da espécie é afetado pela conversão das paisagens naturais em culturas anuais e silvicultura. Essas atividades também fazem uso constante de agrotóxicos, pesticidas e fogo, que promovem declínio continuado da qualidade do habitat. A transformação das paisagens naturais também causa intensa fragmentação do habitat remanescente e, considerando a baixa capacidade de dispersão desta espécie, podemos inferir que a fragmentação do habitat conduz à severa fragmentação da população. Além disso, essas abelhas são profundamente dependentes das flores de algumas cactáceas, as quais são amplamente coletadas para o comércio ilegal e susceptíveis ao pastejo de caprinos e ovinos. Essa perda de cactos pode promover um eventual colapso reprodutivo. Portanto, Arhysosage cactorum foi categorizada como Vulnerável (VU), segundo o critério B1ab(iii).","Sim","Sim","Rio Grande do Sul","|Sul|","Pampa","Sub-bacia Guaíba Sub-bacia Ibicuí Sub-bacia Litoral RS Sub-bacia Negro RS","","","","Não","Desconhecida","2 - Agropecuária e Aquacultura|2.1 - Culturas anuais e perenes não-madeireiras|2.1.4 - Agricultura de escala desconhecida 2 - Agropecuária e Aquacultura|2.2 - Silvicultura|2.2.3 - Plantações em escala desconhecida 2 - Agropecuária e Aquacultura|2.3 - Pecuária|2.3.4 - Pecuária em escala desconhecida 7 - Modificações nos sistemas naturais|7.1 - Incêndios e supressão de incêndios|7.1.1 - Aumento da frequência/intensidade de incêndios 9 - Poluição|9.3 - Agropecuária e florestal|9.3.3 - Herbicidas e pesticidas","","Plano de Ação Nacional (PAN), Proteção de locais/áreas, Proteção de recursos/habitat","Plano de Ação Nacional para a Conservação de Insetos Polinizadores","Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2014, Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2022","",""
"Animalia","Arthropoda","Insecta","Coleoptera","Lucanidae","Altitatiayus","Altitatiayus campoi","","","Grossi & Koike, 2011","besouro-tesoura","Invertebrados Terrestres","10/2014","Vulnerável","","D2","Altitatiayus campoi é endêmica do Brasil, conhecida apenas da localidade-tipo, no pico do Marins, SP. A espécie é encontrada somente em altitude superior a 2.300m. Estudos foram realizados em outras áreas de altitude da região, porém não houve registros adicionais da espécie. Sua área de ocupação é extremamente restrita (500m2). A espécie tem tamanho pequeno (14,5 a 18 mm), é diurna e não tem capacidade de voo, utilizando o caminho das trilhas durante o dia. A área não é protegida e sofre intensa visitação, que é desordenada e vem provocando um contínuo declínio da qualidade do habitat, em função de abertura de trilhas, incêndios acidentais e abertura de áreas para camping. Porém não há indícios do declínio da sua população, mas poderia provavelmente ser afetada por um aumento da temperatura, uma vez que está adaptada a vida na parte mais elevada da montanha. Considerando apenas uma localização, foi categorizada como Vulnerável (VU) segundo o critério D2.","Sim","Não","São Paulo","|Sudeste|","Mata Atlântica","Sub-bacia Paraíba do Sul","APA Serra da Mantiqueira","","","Não","Desconhecida","6 - Distúrbios humanos|6.1 - Atividades recreacionais/turísticas 7 - Modificações nos sistemas naturais|7.1 - Incêndios e supressão de incêndios|7.1.1 - Aumento da frequência/intensidade de incêndios","3 - Animais de estimação/ornamentais","","","","",""
"Animalia","Arthropoda","Insecta","Coleoptera","Lucanidae","Altitatiayus","Altitatiayus dulceae","","","(Bomans & Arnaud, 2002)","besouro-tesoura","Invertebrados Terrestres","10/2014","Vulnerável","","D2","Altitatiayus dulceae é endêmica do Brasil, conhecida apenas da localidade-tipo, no Parque Nacional de Itatiaia. A espécie é encontrada somente em uma altitude de 2.370. Embora ocorra em uma unidade de conservação, a área de ocupação da espécie é extremamente restrita (1 ha). A espécie tem tamanho pequeno (12 a 17mm), é diurna e não tem capacidade de voo, utilizando o caminho das trilhas durante o dia. Já foi observado o pisoteio de alguns exemplares, podendo representar uma ameaça. No entanto, não é possível avaliar o impacto dessa ameaça na população da espécie. Também não há informações sobre a biologia da espécie. Considerando apenas uma localização e AOO de 1 ha, Altitatiayus dulceae foi categorizada como Vulnerável, segundo critério D2.","Sim","Não","Rio de Janeiro","|Sudeste|","Mata Atlântica","Sub-bacia Grande","PARNA de Itatiaia","","","Não","Desconhecida","11 - Mudanças e extremos climáticos 6 - Distúrbios humanos|6.1 - Atividades recreacionais/turísticas 7 - Modificações nos sistemas naturais|7.1 - Incêndios e supressão de incêndios|7.1.1 - Aumento da frequência/intensidade de incêndios","","","","","",""
"Animalia","Arthropoda","Insecta","Coleoptera","Lucanidae","Altitatiayus","Altitatiayus godinhorum","","","(Bomans & Arnaud, 1996)","besouro-tesoura","Invertebrados Terrestres","10/2014","Vulnerável","","D2","Altitatiayus godinhorum é endêmica do Brasil, conhecida apenas da localidade-tipo, no Parque Nacional de Itatiaia. A espécie é encontrada somente em altitude superior a 2500m. Embora ocorra em uma unidade de conservação, a área de ocupação da espécie é extremamente restrita (1 ha). A espécie tem tamanho pequeno (11 a 16,9mm), é diurna e não tem capacidade de voo, utilizando o caminho das trilhas durante o dia. Já foi observado o pisoteio de alguns exemplares, podendo representar uma ameaça. No entanto, não é possível avaliar o impacto dessa ameaça na população da espécie. Também não há informações sobre a biologia da espécie. Considerando apenas uma localização e AOO de 1 ha, Altitatiayus godinhorum foi categorizada como Vulnerável, segundo critério D2.","Sim","Não","Rio de Janeiro","|Sudeste|","Mata Atlântica","Sub-bacia Paraíba do Sul","PARNA de Itatiaia","","","Não","Desconhecida","11 - Mudanças e extremos climáticos 6 - Distúrbios humanos|6.1 - Atividades recreacionais/turísticas 7 - Modificações nos sistemas naturais|7.1 - Incêndios e supressão de incêndios|7.1.1 - Aumento da frequência/intensidade de incêndios","","","","","",""
"Animalia","Arthropoda","Insecta","Coleoptera","Lucanidae","Altitatiayus","Altitatiayus koikei","","","Grossi, 2010","besouro-tesoura","Invertebrados Terrestres","10/2014","Vulnerável","","D2","Altitatiayus koikei é endêmica do Brasil, conhecida apenas da localidade-tipo, na Floresta Nacional de Passa Quatro. A espécie é encontrada somente em altitude superior a 2700m. Embora ocorra em uma unidade de conservação, a área de ocupação da espécie é extremamente restrita (1000m2). A espécie tem tamanho pequeno (13,5mm), é diurna e não tem capacidade de voo, utilizando o caminho das trilhas durante o dia. Já foi observado o pisoteio de alguns exemplares de outras espécies, podendo representar uma ameaça. No entanto, não é possível avaliar o impacto dessa ameaça na população da espécie. Também não há informações sobre a biologia da espécie. Considerando apenas uma localização e AOO de 1000m2, Altitatiayus koikei foi categorizada como Vulnerável, segundo critério D2.","Sim","Não","Minas Gerais","|Sudeste|","Mata Atlântica","Sub-bacia Paraíba do Sul","APA Serra da Mantiqueira","","RPPN PEDRA DA MINA","Não","Desconhecida","11 - Mudanças e extremos climáticos 6 - Distúrbios humanos|6.1 - Atividades recreacionais/turísticas 7 - Modificações nos sistemas naturais|7.1 - Incêndios e supressão de incêndios|7.1.1 - Aumento da frequência/intensidade de incêndios","","","","","",""
"Animalia","Arthropoda","Insecta","Coleoptera","Lucanidae","Altitatiayus","Altitatiayus rotundatus","","","(Boileau, 1902)","besouro-tesoura","Invertebrados Terrestres","10/2014","Vulnerável","","D2","Altitatiayus rotundatus é endêmica do Brasil, conhecida apenas da localidade-tipo, no Parque Nacional de Itatiaia. A espécie é encontrada somente em altitude superior a 2500. Embora ocorra em uma unidade de conservação, a área de ocupação da espécie é extremamente restrita (1km2). A espécie tem tamanho pequeno (10 a 16,8mm), é diurna e não tem capacidade de voo, utilizando o caminho das trilhas durante o dia. Já foi observado o pisoteio de alguns exemplares, podendo representar uma ameaça. No entanto, não é possível avaliar o impacto dessa ameaça na população da espécie. Também não há informações sobre a biologia da espécie. Considerando apenas uma localização e AOO de 1km2, Altitatiayus rotundatus foi categorizada como Vulnerável, segundo critério D2.","Sim","Não","Rio de Janeiro","|Sudeste|","Mata Atlântica","Sub-bacia Paraíba do Sul","PARNA de Itatiaia","","","Não","Desconhecida","11 - Mudanças e extremos climáticos 6 - Distúrbios humanos|6.1 - Atividades recreacionais/turísticas 7 - Modificações nos sistemas naturais|7.1 - Incêndios e supressão de incêndios|7.1.1 - Aumento da frequência/intensidade de incêndios","","","","","",""
"Animalia","Arthropoda","Insecta","Coleoptera","Lucanidae","Altitatiayus","Altitatiayus ruficollis","","","(Luederwaldt, 1931)","besouro-tesoura","Invertebrados Terrestres","10/2014","Vulnerável","","D2","Altitatiayus ruficollis é endêmica do Brasil, conhecida apenas da localidade-tipo, no Parque Nacional de Itatiaia. A espécie é encontrada somente em altitude superior a 2700m. Embora ocorra em uma unidade de conservação, a área de ocupação da espécie é extremamente restrita (~1km2). A espécie tem tamanho pequeno (12 a 17 mm), é diurna e não tem capacidade de voo, utilizando o caminho das trilhas durante o dia. Já foi observado o pisoteio de alguns exemplares de outra espécie, podendo representar uma ameaça. No entanto, não é possível avaliar o impacto dessa ameaça na população da espécie. Considerando apenas uma localização e AOO de 1km2, Altitatiayus ruficollis foi categorizada como Vulnerável, segundo critério D2.","Sim","Não","Rio de Janeiro","|Sudeste|","Mata Atlântica","Sub-bacia Paraíba do Sul","PARNA de Itatiaia","","","Não","Desconhecida","11 - Mudanças e extremos climáticos 6 - Distúrbios humanos|6.1 - Atividades recreacionais/turísticas 7 - Modificações nos sistemas naturais|7.1 - Incêndios e supressão de incêndios|7.1.1 - Aumento da frequência/intensidade de incêndios","","","","","",""
"Animalia","Arthropoda","Insecta","Coleoptera","Lucanidae","Altitatiayus","Altitatiayus trifurcatus","","","(Grossi & Racca-Filho, 2004)","besouro-tesoura","Invertebrados Terrestres","10/2014","Vulnerável","","D2","Altitatiayus trifurcatus é endêmica do Brasil, conhecida apenas da localidade-tipo, na Floresta Nacional de Passa Quatro. A espécie é encontrada somente em uma altitude superior a 2700m. Embora ocorra em uma unidade de conservação, a área de ocupação da espécie é extremamente restrita (1000m2). A espécie tem tamanho pequeno (16 mm), é diurna e não tem capacidade de voo, utilizando o caminho das trilhas durante o dia. Já foi observado o pisoteio de alguns exemplares, podendo representar uma ameaça. No entanto, não é possível avaliar o impacto dessa ameaça na população da espécie. Também não há informações sobre a biologia da espécie. Considerando apenas uma localização e AOO de 1000m2, Altitatiayus trifurcatus foi categorizada como Vulnerável, segundo critério D2.","Sim","Não","Minas Gerais","|Sudeste|","Mata Atlântica","Sub-bacia Paraíba do Sul","APA Serra da Mantiqueira","","RPPN PEDRA DA MINA","Não","Desconhecida","11 - Mudanças e extremos climáticos 6 - Distúrbios humanos|6.1 - Atividades recreacionais/turísticas 7 - Modificações nos sistemas naturais|7.1 - Incêndios e supressão de incêndios|7.1.1 - Aumento da frequência/intensidade de incêndios","","","","","",""
"Animalia","Arthropoda","Insecta","Coleoptera","Lampyridae","Amydetes","Amydetes bellorum","","Amydetes bellorum","Silveira e Mermudes, 2014","","Invertebrados Terrestres","07/2022","Em Perigo","","B1ab(iii)","Amydetes bellorum é endêmica do Brasil, conhecida apenas em quatro localidades no estado do Rio de Janeiro. A espécie é de fácil detecção, mas não foi localizada em outras áreas amostradas da região. Sua extensão de ocorrência é estimada em 1.460km2. No continente, a espécie ocorre numa área de forte urbanização, e a poluição luminosa decorrente do crescimento das regiões do entorno pode impactar a espécie, já que mesmo níveis baixos de fotopoluição sabidamente interferem na reprodução dos vagalumes. Mesmo na Ilha Grande, o lado continental é bastante ocupado, e a vegetação próxima às praias já foi modificada. Conjuntamente, essas ameaças e transformações da paisagem natural promovem declínio continuado da qualidade do habitat remanescente. A espécie possui baixa capacidade de dispersão e, considerando a matriz urbana em que se insere, suspeita-se que sua população esteja severamente fragmentada. Portanto, A. bellorum foi categorizada como Em Perigo (EN) segundo o critério B1ab(iii).","Sim","Sim","Rio de Janeiro","|Sudeste|","Mata Atlântica, Sistema Costeiro-Marinho","Sub-bacia Litoral RJ","","ÁREA DE PROTEÇÃO AMBIENTAL DE TAMOIOS, PARQUE ESTADUAL DA ILHA GRANDE","","Não","Desconhecida","1 - Desenvolvimento residencial e comercial|1.1 - Expansão urbana 9 - Poluição|9.6 - Excesso de energia|9.6.1 - Poluição luminosa","","","","Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2014, Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2022","",""
"Animalia","Chordata","Actinopterygii","Pleuronectiformes","Achiridae","Achirus","Achirus mucuri","","","Ramos, Ramos & Lopes, 2009","solha, tapa","Peixes Marinhos (ósseos)","05/2014","Vulnerável","","D2","Achirus mucuri é uma espécie endêmica do Brasil, com registros apenas na porção baixa do rioMucuri, na Bahia. A região de onde a espécie é conhecida até o momento é impactada pela indústriade celulose, por uma usina hidrelétrica e está em constante processo de assoreamento. Além disso, A.mucuri é capturada incidentalmente em pescarias de arrasto. Considerando que o número de localizaçõesé menor ou igual a 5, e que as ameaças identificadas podem levar o táxon à condição de Criticamente emPerigo (CR) ou Extinta (EX) em curto prazo, Achirus mucuri foi categorizada como Vulnerável (VU)sob o critério D2.","Sim","Não","","||","Mata Atlântica","","","","","Sim","Desconhecida","10 - Eventos geológicos 1 - Desenvolvimento residencial e comercial 5 - Uso de recursos biológicos 5 - Uso de recursos biológicos|5.4 - Pesca e uso de recursos aquáticos 5 - Uso de recursos biológicos|5.4 - Pesca e uso de recursos aquáticos|5.4.5 - Captura indireta - subsistência/pequena escala|5.4.5.6 - Arrasto 7 - Modificações nos sistemas naturais 7 - Modificações nos sistemas naturais|7.3 - Outras modificações nos ecossistemas","","","","","",""
